Rank;Person A;Person B;Recommendation;Uncertainty Score;Samples A;Samples B;Fail Rate A;Fail Rate B;Fail Reasons A;Fail Reasons B;Intra Variance A;Intra Variance B;Confusion Distance;Outliers A;Outliers B;Issue A;Issue B
139;Chinatsu Koizumi;Shiho Kano;Hög varians i Chinatsu Koizumi tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Chinatsu Koizumi har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Shiho Kano har 92% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.440;4;6;56%;92%;"high_yaw(2); low_focus(2); high_pitch(1)";"high_yaw(25); low_focus(14); no_faces(12)";0.4014;0.1505;0.6288;0;1;"Få träningsbilder (4 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Shiho Kano (avstånd 0.629); Hög andel misslyckade bilder (56%)";"Få träningsbilder (6 st); Ömsesidig förväxling med Chinatsu Koizumi (avstånd 0.629); Hög andel misslyckade bilder (92%); 1 outlier-embedding(s)"
140;Susana Cee;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 75% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.439;2;;75%;;"high_pitch(3); high_yaw(2); low_focus(1)";;0.2952;;0.7251;0;;"Mycket få träningsbilder (2 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (75%)";
141;Leila Smith;Leila Smith_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Leila Smith' och 'Leila Smith_1' i merge.txt. | Leila Smith har 77% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.439;17;7;77%;0%;"high_yaw(35); no_faces(11); high_pitch(7)";;0.1756;0.1325;0.2386;2;0;"Ömsesidig förväxling med Leila Smith_1 (avstånd 0.239); Hög andel misslyckade bilder (77%); 2 outlier-embedding(s)";"Få träningsbilder (7 st); Ömsesidig förväxling med Leila Smith (avstånd 0.239)"
142;Brooklyn Jane;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 62% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.437;3;;62%;;"no_faces(3); high_yaw(2)";;0.3494;;0.7138;0;;"Mycket få träningsbilder (3 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (62%)";
143;Victoria Paris;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 80% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.437;2;;80%;;"multiple_faces(4); high_yaw(3); high_pitch(1)";;0.2806;;0.6629;0;;"Mycket få träningsbilder (2 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (80%)";
144;Lindsay Marie_1_1;Lindsay Marie;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Lindsay Marie_1_1' och 'Lindsay Marie' i merge.txt. | Lindsay Marie har 58% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.437;9;20;0%;58%;;"high_yaw(14); no_faces(10); high_pitch(1)";0.1551;0.1464;0.2579;1;0;"Ömsesidig förväxling med Lindsay Marie (avstånd 0.258); 1 outlier-embedding(s)";"Ömsesidig förväxling med Lindsay Marie_1_1 (avstånd 0.258); Hög andel misslyckade bilder (58%)"
145;Aicha Lark;Nikki Blake;Hög varians i Aicha Lark tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Aicha Lark har 75% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Nikki Blake har 76% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Aicha Lark har bara 3 bilder – samla fler träningsbilder.;0.434;3;46;75%;76%;"high_yaw(6); high_pitch(2); low_focus(1)";"high_yaw(70); high_pitch(34); no_faces(30)";0.3064;0.1924;0.5903;0;2;"Mycket få träningsbilder (3 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Nikki Blake (avstånd 0.590); Hög andel misslyckade bilder (75%)";"Ömsesidig förväxling med Aicha Lark (avstånd 0.590); Hög andel misslyckade bilder (76%); 2 outlier-embedding(s)"
146;Gina Gerson;Gina Gerson_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Gina Gerson' och 'Gina Gerson_1' i merge.txt. | Gina Gerson har 73% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.434;31;29;73%;0%;"high_yaw(48); high_pitch(12); no_faces(11)";;0.1922;0.1543;0.2248;2;0;"Ömsesidig förväxling med Gina Gerson_1 (avstånd 0.225); Hög andel misslyckade bilder (73%); 2 outlier-embedding(s)";Ömsesidig förväxling med Gina Gerson (avstånd 0.225)
147;Hitomi Kanou;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 93% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.434;4;;93%;;"multiple_faces(18); no_faces(14); high_yaw(13)";;0.3163;;0.6353;0;;"Få träningsbilder (4 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (93%)";
148;Irina Bruni;Irina Bruni_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Irina Bruni' och 'Irina Bruni_1' i merge.txt. | Irina Bruni har 70% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.434;16;30;70%;0%;"high_yaw(18); high_pitch(13); low_focus(4)";;0.1680;0.1332;0.2015;1;0;"Ömsesidig förväxling med Irina Bruni_1 (avstånd 0.201); Hög andel misslyckade bilder (70%); 1 outlier-embedding(s)";Ömsesidig förväxling med Irina Bruni (avstånd 0.201)
149;Vanessa Stalin;;92% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.432;6;;92%;;"no_faces(37); high_yaw(26); low_focus(6)";;0.2697;;0.7019;1;;"Få träningsbilder (6 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (92%); 1 outlier-embedding(s)";
150;Avalon Kassani;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 84% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.431;5;;84%;;"high_yaw(15); no_faces(7); multiple_faces(3)";;0.3612;;0.6545;0;;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (84%)";
151;Carly Lauren_1_1;Carly Lauren;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Carly Lauren_1_1' och 'Carly Lauren' i merge.txt. | Carly Lauren har 72% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.431;9;20;0%;72%;;"high_yaw(38); high_pitch(6); multiple_faces(2)";0.1554;0.1651;0.2106;0;0;Ömsesidig förväxling med Carly Lauren (avstånd 0.211);"Ömsesidig förväxling med Carly Lauren_1_1 (avstånd 0.211); Hög andel misslyckade bilder (72%)"
152;Yoko Yoshikawa;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 90% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.431;8;;90%;;"no_faces(48); high_yaw(9); high_pitch(4)";;0.3647;;0.6380;1;;"Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (90%); 1 outlier-embedding(s)";
153;Francesca Felucci_1_1;Francesca Felucci;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Francesca Felucci_1_1' och 'Francesca Felucci' i merge.txt. | Francesca Felucci har 65% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.431;5;12;0%;65%;;"high_yaw(9); no_faces(7); high_pitch(4)";0.1092;0.1101;0.2781;0;0;"Få träningsbilder (5 st); Ömsesidig förväxling med Francesca Felucci (avstånd 0.278)";"Ömsesidig förväxling med Francesca Felucci_1_1 (avstånd 0.278); Hög andel misslyckade bilder (65%)"
154;Lucy Lee_1;Lucy Lee;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Lucy Lee_1' och 'Lucy Lee' i merge.txt. | Lucy Lee har 55% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.430;8;13;0%;55%;;"high_yaw(18); multiple_faces(6); no_faces(1)";0.1359;0.1118;0.2869;1;0;"Ömsesidig förväxling med Lucy Lee (avstånd 0.287); 1 outlier-embedding(s)";"Ömsesidig förväxling med Lucy Lee_1 (avstånd 0.287); Hög andel misslyckade bilder (55%)"
155;Angel Anderson;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 71% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.429;4;;71%;;"high_yaw(9); high_pitch(1)";;0.3493;;0.6632;0;;"Få träningsbilder (4 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (71%)";
156;Selena Skye;Selena Skye_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Selena Skye' och 'Selena Skye_1' i merge.txt. | Selena Skye har 60% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.429;10;8;60%;0%;"high_yaw(18); low_focus(5); high_pitch(3)";;0.1700;0.1301;0.2926;0;0;"Ömsesidig förväxling med Selena Skye_1 (avstånd 0.293); Hög andel misslyckade bilder (60%)";Ömsesidig förväxling med Selena Skye (avstånd 0.293)
157;Nikki Leigh_1_1;Nikki Leigh;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Nikki Leigh_1_1' och 'Nikki Leigh' i merge.txt. | Nikki Leigh har 60% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.428;8;16;0%;60%;;"high_yaw(18); high_pitch(4); low_focus(2)";0.1611;0.1451;0.3086;1;0;"Ömsesidig förväxling med Nikki Leigh (avstånd 0.309); 1 outlier-embedding(s)";"Ömsesidig förväxling med Nikki Leigh_1_1 (avstånd 0.309); Hög andel misslyckade bilder (60%)"
158;Dana Weyron_1;Dana Weyron;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Dana Weyron_1' och 'Dana Weyron' i merge.txt. | Dana Weyron har 53% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.427;8;22;0%;53%;;"high_yaw(35); high_pitch(7); low_focus(1)";0.1269;0.1840;0.2198;0;1;Ömsesidig förväxling med Dana Weyron (avstånd 0.220);"Ömsesidig förväxling med Dana Weyron_1 (avstånd 0.220); Hög andel misslyckade bilder (53%); 1 outlier-embedding(s)"
159;Sindee Coxx;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 60% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.427;2;;60%;;"high_yaw(2); high_pitch(1)";;0.3001;;0.6919;0;;"Mycket få träningsbilder (2 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (60%)";
160;Gea Ahe;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 70% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.426;4;;70%;;"high_yaw(3); high_pitch(2); low_focus(2)";;0.3457;;0.6952;0;;"Få träningsbilder (4 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (70%)";
161;Sydney Cole;;86% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton. | Ligger nära Victoria Secret_1 (avstånd 0.227). → Kontrollera att det inte är samma person.;0.426;11;;86%;;"high_yaw(26); no_faces(17); multiple_faces(15)";;0.1746;;0.2270;0;;"Mycket lik Victoria Secret_1 (avstånd 0.227); Hög andel misslyckade bilder (86%)";
162;Chloie Madison;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 93% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.426;10;;93%;;"no_faces(50); high_yaw(36); multiple_faces(26)";;0.5059;;0.6204;0;;"Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (93%)";
163;Desirae Rose;Judy Jensen;Hög varians i Desirae Rose tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Desirae Rose har 80% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Judy Jensen har 69% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.426;9;9;80%;69%;"no_faces(15); high_yaw(13); low_focus(7)";"high_yaw(24); high_pitch(5); no_faces(3)";0.4919;0.1235;0.6532;0;1;"Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Judy Jensen (avstånd 0.653); Hög andel misslyckade bilder (80%)";"Ömsesidig förväxling med Desirae Rose (avstånd 0.653); Hög andel misslyckade bilder (69%); 1 outlier-embedding(s)"
164;Grace Fae;Grace Fae_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Grace Fae' och 'Grace Fae_1' i merge.txt. | Grace Fae har 53% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.425;61;25;53%;0%;"high_yaw(73); high_pitch(21); multiple_faces(2)";;0.1969;0.1903;0.2032;3;1;"Ömsesidig förväxling med Grace Fae_1 (avstånd 0.203); Hög andel misslyckade bilder (53%); 3 outlier-embedding(s)";"Ömsesidig förväxling med Grace Fae (avstånd 0.203); 1 outlier-embedding(s)"
165;Agatha Ludovino_1;Agatha Ludovino;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Agatha Ludovino_1' och 'Agatha Ludovino' i merge.txt.;0.424;7;13;0%;46%;;"high_yaw(19); high_pitch(2); no_faces(1)";0.1360;0.1477;0.2571;0;0;"Få träningsbilder (7 st); Ömsesidig förväxling med Agatha Ludovino (avstånd 0.257)";Ömsesidig förväxling med Agatha Ludovino_1 (avstånd 0.257)
166;Tamra Toryn;Bella Morgan;Hög varians i Tamra Toryn tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Tamra Toryn har 90% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Bella Morgan har 83% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.424;5;25;90%;83%;"high_yaw(24); no_faces(19); low_focus(3)";"high_yaw(72); no_faces(27); multiple_faces(15)";0.3063;0.2082;0.5789;0;2;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Bella Morgan (avstånd 0.579); Hög andel misslyckade bilder (90%)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Tamra Toryn (avstånd 0.579); Hög andel misslyckade bilder (83%); 2 outlier-embedding(s)"
167;Violet Divine;Molly Devon;Hög varians i Violet Divine tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Violet Divine har 74% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.424;10;35;74%;49%;"no_faces(12); high_yaw(11); low_focus(4)";"high_yaw(10); no_faces(10); high_pitch(9)";0.6384;0.1902;0.5754;0;1;"Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Molly Devon (avstånd 0.575); Hög andel misslyckade bilder (74%)";"Ömsesidig förväxling med Violet Divine (avstånd 0.575); 1 outlier-embedding(s)"
168;Alana Jade;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 57% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.423;3;;57%;;"high_yaw(3); high_pitch(1)";;0.3326;;0.6967;0;;"Mycket få träningsbilder (3 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (57%)";
169;Roxy Mendez_1;Roxy Mendez;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Roxy Mendez_1' och 'Roxy Mendez' i merge.txt. | Roxy Mendez har 52% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.423;5;16;0%;52%;;"high_yaw(14); no_faces(6); high_pitch(6)";0.0703;0.1661;0.2597;0;1;"Få träningsbilder (5 st); Ömsesidig förväxling med Roxy Mendez (avstånd 0.260)";"Ömsesidig förväxling med Roxy Mendez_1 (avstånd 0.260); Hög andel misslyckade bilder (52%); 1 outlier-embedding(s)"
170;Tiana Blow;Tiana Blow_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Tiana Blow' och 'Tiana Blow_1' i merge.txt. | Tiana Blow har 61% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.423;9;7;61%;0%;"high_yaw(30); high_pitch(9)";;0.1596;0.0892;0.3198;0;0;"Ömsesidig förväxling med Tiana Blow_1 (avstånd 0.320); Hög andel misslyckade bilder (61%)";"Få träningsbilder (7 st); Ömsesidig förväxling med Tiana Blow (avstånd 0.320)"
171;Traci Topps;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 86% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.423;5;;86%;;"high_yaw(13); no_faces(9); low_focus(4)";;0.3410;;0.6269;0;;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (86%)";
172;Joy Behrman;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 80% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.423;3;;80%;;"high_yaw(7); no_faces(4); high_pitch(1)";;0.2857;;0.6941;0;;"Mycket få träningsbilder (3 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (80%)";
173;Cassie Bender;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 83% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.423;8;;83%;;"high_yaw(21); no_faces(13); multiple_faces(4)";;0.4456;;0.7120;0;;"Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (83%)";
174;Valerica Steele_1;Valerica Steele;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Valerica Steele_1' och 'Valerica Steele' i merge.txt. | Valerica Steele har 53% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.423;5;11;0%;53%;;"high_yaw(17); high_pitch(4); no_faces(1)";0.1412;0.1649;0.3148;0;0;"Få träningsbilder (5 st); Ömsesidig förväxling med Valerica Steele (avstånd 0.315)";"Ömsesidig förväxling med Valerica Steele_1 (avstånd 0.315); Hög andel misslyckade bilder (53%)"
175;Private Jewel;Private Jewel_1;Namnen är nästan identiska – troligen samma person. → MERGE: Slå ihop 'Private Jewel' och 'Private Jewel_1' i merge.txt. | Private Jewel har 69% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.422;14;11;69%;0%;"high_pitch(17); high_yaw(14)";;0.1815;0.1000;0.2224;0;0;"Ömsesidig förväxling med Private Jewel_1 (avstånd 0.222); Hög andel misslyckade bilder (69%)";Ömsesidig förväxling med Private Jewel (avstånd 0.222)
